Eng Displ,# Cyl,Comb Unadj FE - Conventional Fuel,# Gears,Max Ethanol % - Gasoline,Intake Valves Per Cyl,Exhaust Valves Per Cyl,Fuel Metering Sys Desc,Air Aspiration Method Desc,Trans Desc,Cyl Deact?,Var Valve Lift?
3.0,6,25.709,7,10.0,2,2,unknown,Turbocharged,Automated Manual- Selectable (e.g. Automated Manual with paddles),N,Y
,6,31.8558,8,15.0,2,2,Spark Ignition Direct Injection,Turbocharged,Automated Manual- Selectable (e.g. Automated Manual with paddles),   ,Y
2.0,4,31.2579,8,15.0,2,2,Spark Ignition Direct Injection,Turbocharged,Semi-Automatic,   ,Y
,12,18.3763,8,15.0,2,2,Spark Ignition direct & ported injection,Turbocharged,XXXXX,   ,Y
3.6,6,22.7455,5,10.0,2,2,unknown,Naturally Aspirated,Automatic,N,N
3.0,6,29.9843,7,15.0,2,2,Spark Ignition Direct Injection,Turbocharged,XXXXX,   ,N
1.6,4,64.2204,6,15.0,2,2,Spark Ignition Direct Injection,Naturally Aspirated,Automated Manual,   ,N
1.6,4,41.527,7,15.0,2,2,Spark Ignition Direct Injection,Turbocharged,Automated Manual,,N
5.7,8,21.394000000000002,8,10.0,1,1,unknown,Naturally Aspirated,Automatic,Y,N
3.3,6,28.4702,6,15.0,2,2,Multipoint/sequential fuel injection,Naturally Aspirated,XXXXX,   ,N
3.0,6,31.4876,8,10.0,2,2,unknown,Turbocharged,Semi-Automatic,N,Y
1.5,4,48.803000000000004,6,10.0,2,2,unknown,Naturally Aspirated,Semi-Automatic,,N
3.0,6,27.5387,7,10.0,2,2,Spark Ignition Direct Injection,Turbocharged,XXXXX,   ,Y
,4,80.8472,1,15.0,2,2,Multipoint/sequential fuel injection,Naturally Aspirated,XXXXX,N,N
1.4,4,45.4679,1,10.0,2,2,Multipoint/sequential fuel injection,Naturally Aspirated,XXXXX,N,N
5.3,8,22.7535,6,10.0,1,1,Spark Ignition Direct Injection,Naturally Aspirated,XXXXX,Y,N
,6,24.4807,5,15.0,2,2,unknown,Naturally Aspirated,Semi-Automatic,N,N
3.5,6,29.6593,1,15.0,2,2,Spark Ignition Direct Injection,Naturally Aspirated,Continuously Variable,N,N
2.5,4,30.5128,6,10.0,2,2,unknown,Naturally Aspirated,XXXXX,N,N
,6,30.9273,8,10.0,2,2,unknown,Turbocharged,Automated Manual- Selectable (e.g. Automated Manual with paddles),N,Y
3.0,6,29.68,7,10.0,2,2,Spark Ignition Direct Injection,Turbocharged,XXXXX,   ,Y
3.8,6,23.3969,6,10.0,2,2,Multipoint/sequential fuel injection,Turbocharged,Automated Manual,N,N
,6,22.6072,6,10.0,2,2,Multipoint/sequential fuel injection,Naturally Aspirated,Manual,N,N
3.3,6,25.479,8,15.0,2,2,Spark Ignition Direct Injection,Turbocharged,Semi-Automatic,,N
3.5,6,25.6832,6,85.0,2,2,Multipoint/sequential fuel injection,Naturally Aspirated,XXXXX,N,N
5.2,10,21.2849,7,15.0,2,2,Spark Ignition direct & ported injection,Naturally Aspirated,Automated Manual- Selectable (e.g. Automated Manual with paddles),   ,Y
3.0,6,33.4142,8,10.0,2,2,unknown,Turbocharged,Semi-Automatic,N,Y
2.0,4,41.773,6,15.0,2,2,Spark Ignition Direct Injection,Naturally Aspirated,XXXXX,N,N
3.5,6,28.4496,7,15.0,2,2,unknown,Naturally Aspirated,Selectable Continuously Variable (e.g. CVT with paddles),N,N
3.5,6,28.9793,9,10.0,2,2,Spark Ignition Direct Injection,Naturally Aspirated,XXXXX,,Y
2.7,6,29.3021,10,15.0,2,2,Spark Ignition direct & ported injection,Turbocharged,Semi-Automatic,   ,N
1.6,4,51.2144,6,,2,2,Common Rail Direct Diesel Injection,Turbocharged,XXXXX,N,N
1.8,4,36.9567,6,15.0,2,2,Spark Ignition Direct Injection,Turbocharged,Semi-Automatic,N,N
3.3,6,26.7007,6,15.0,2,2,Spark Ignition Direct Injection,Naturally Aspirated,Semi-Automatic,,N
6.2,8,22.6242,7,10.0,1,1,Spark Ignition Direct Injection,Supercharged,XXXXX,   ,N
4.0,8,22.976,9,10.0,2,2,Spark Ignition Direct Injection,Turbocharged,Automatic,N,N
5.0,8,24.9238,10,15.0,2,2,Spark Ignition direct & ported injection,Naturally Aspirated,XXXXX,N,N
2.0,4,49.9225,8,,2,2,Common Rail Direct Diesel Injection,Turbocharged,XXXXX,,N
,6,31.4876,8,10.0,2,2,unknown,Turbocharged,Semi-Automatic,N,Y
2.4,4,28.9333,6,15.0,2,2,Spark Ignition Direct Injection,Naturally Aspirated,Semi-Automatic,,N
3.3,6,26.9606,6,15.0,2,2,Spark Ignition Direct Injection,Naturally Aspirated,Semi-Automatic,,N
3.0,6,23.566999999999997,6,15.0,2,2,Spark Ignition Direct Injection,Supercharged,Manual,   ,N
2.0,4,57.6115,6,15.0,2,2,Spark Ignition Direct Injection,Naturally Aspirated,Automated Manual,,N
2.4,4,34.4369,6,10.0,2,2,Multipoint/sequential fuel injection,Naturally Aspirated,Selectable Continuously Variable (e.g. CVT with paddles),   ,N
3.0,6,29.854,7,10.0,2,2,Spark Ignition Direct Injection,Turbocharged,Manual,N,Y
1.0,3,43.2326,6,15.0,2,2,Spark Ignition Direct Injection,Turbocharged,XXXXX,N,N
,4,33.5991,5,10.0,2,2,Multipoint/sequential fuel injection,Naturally Aspirated,Manual,N,N
3.5,6,25.263,7,85.0,2,2,Spark Ignition Direct Injection,Naturally Aspirated,Automatic,N,N
4.3,6,25.8434,6,85.0,1,1,Spark Ignition Direct Injection,Naturally Aspirated,XXXXX,,N
,4,37.8655,6,10.0,2,2,Multipoint/sequential fuel injection,Naturally Aspirated,XXXXX,,Y
1.8,4,39.2279,5,10.0,2,2,Multipoint/sequential fuel injection,Naturally Aspirated,XXXXX,N,N
3.0,6,26.398000000000003,6,10.0,2,2,unknown,Turbocharged,Manual,N,Y
5.3,8,24.1222,6,10.0,1,1,Spark Ignition Direct Injection,Naturally Aspirated,XXXXX,Y,N
3.5,6,21.444000000000003,6,15.0,2,2,Spark Ignition Direct Injection,Turbocharged,XXXXX,N,N
3.0,6,29.0593,7,10.0,2,2,unknown,Turbocharged,Automated Manual- Selectable (e.g. Automated Manual with paddles),N,Y
,4,45.8337,6,10.0,2,2,Spark Ignition Direct Injection,Turbocharged,XXXXX,N,N
2.5,4,31.5448,6,10.0,2,2,Spark Ignition Direct Injection,Naturally Aspirated,XXXXX,   ,N
,4,34.1632,6,10.0,2,2,Spark Ignition Direct Injection,Turbocharged,XXXXX,,Y
,4,43.1538,6,15.0,2,2,Spark Ignition Direct Injection,Turbocharged,Semi-Automatic,N,N
3.0,6,22.9079,8,15.0,2,2,Spark Ignition Direct Injection,Supercharged,Semi-Automatic,,N
,8,21.2524,6,15.0,2,2,Multipoint/sequential fuel injection,Naturally Aspirated,Semi-Automatic,N,N
,6,25.3562,8,10.0,2,2,Spark Ignition Direct Injection,Naturally Aspirated,XXXXX,N,Y
5.0,8,22.6993,10,15.0,2,2,Spark Ignition direct & ported injection,Naturally Aspirated,XXXXX,N,N
2.5,4,28.7166,6,10.0,2,2,Spark Ignition Direct Injection,Naturally Aspirated,XXXXX,N,N
,4,36.0771,7,15.0,2,2,Spark Ignition Direct Injection,Turbocharged,Automated Manual- Selectable (e.g. Automated Manual with paddles),N,Y
,5,28.4436,7,15.0,2,2,Spark Ignition Direct Injection,Turbocharged,Automated Manual- Selectable (e.g. Automated Manual with paddles),N,Y
,4,36.713,8,10.0,2,2,unknown,Turbocharged,Semi-Automatic,N,Y
,6,30.8911,8,10.0,2,2,Spark Ignition Direct Injection,Turbocharged,Automated Manual- Selectable (e.g. Automated Manual with paddles),   ,Y
,4,30.0963,6,15.0,2,2,unknown,Naturally Aspirated,Semi-Automatic,N,N
3.8,8,23.7711,7,10.0,2,2,Multipoint/sequential fuel injection,Turbocharged,Automatic,N,N
,4,33.4616,6,15.0,2,2,Spark Ignition Direct Injection,Turbocharged,Automated Manual- Selectable (e.g. Automated Manual with paddles),N,Y
2.0,4,35.5376,8,10.0,2,2,unknown,Turbocharged,Semi-Automatic,N,Y
1.6,4,32.6418,6,15.0,2,2,Spark Ignition Direct Injection,Turbocharged,Manual,,N
,6,24.035999999999998,10,15.0,2,2,Spark Ignition direct & ported injection,Turbocharged,Semi-Automatic,N,N
2.5,4,28.8207,6,15.0,2,2,Multipoint/sequential fuel injection,Naturally Aspirated,Semi-Automatic,N,N
3.0,6,25.9024,8,15.0,2,2,Spark Ignition Direct Injection,Supercharged,Semi-Automatic,   ,N
2.0,4,34.2176,8,10.0,2,2,Spark Ignition Direct Injection,Turbocharged,XXXXX,N,N
3.6,6,27.9923,8,10.0,2,2,unknown,Naturally Aspirated,Automatic,   ,N
2.0,4,45.0728,7,10.0,2,2,Spark Ignition Direct Injection,Naturally Aspirated,XXXXX,N,N
6.2,8,20.7601,10,10.0,1,1,Spark Ignition Direct Injection,Naturally Aspirated,XXXXX,Y,N
5.7,8,21.701999999999998,8,10.0,1,1,unknown,Naturally Aspirated,Automatic,   ,N
2.0,4,30.3953,6,15.0,2,2,Spark Ignition Direct Injection,Turbocharged,Semi-Automatic,N,N
4.3,6,25.8342,6,85.0,1,1,Spark Ignition Direct Injection,Naturally Aspirated,XXXXX,   ,N
2.0,4,34.6026,8,10.0,2,2,unknown,Turbocharged,Semi-Automatic,N,Y
2.0,4,35.3423,6,15.0,2,2,Spark Ignition Direct Injection,Naturally Aspirated,Manual,   ,N
3.0,6,25.7717,6,10.0,2,2,unknown,Turbocharged,Manual,N,Y
1.4,4,43.4442,6,10.0,2,2,unknown,Turbocharged,XXXXX,N,N
2.0,4,38.3043,8,15.0,2,2,Spark Ignition Direct Injection,Turbocharged,XXXXX,,N
,4,33.1592,7,15.0,2,2,unknown,Turbocharged,Automated Manual- Selectable (e.g. Automated Manual with paddles),N,Y
3.0,6,29.7627,6,10.0,2,2,unknown,Turbocharged,Manual,N,Y
1.5,4,47.2594,1,10.0,2,2,Spark Ignition Direct Injection,Turbocharged,XXXXX,,Y
1.4,4,33.1552,6,10.0,2,2,unknown,Turbocharged,Automatic,N,Y
2.4,4,39.0988,6,15.0,2,2,unknown,Naturally Aspirated,Semi-Automatic,,N
2.0,4,39.6425,6,10.0,2,2,Spark Ignition Direct Injection,Naturally Aspirated,XXXXX,,N
3.0,6,29.908,6,10.0,2,2,Multipoint/sequential fuel injection,Naturally Aspirated,XXXXX,N,Y
2.5,4,32.6242,6,15.0,2,2,Multipoint/sequential fuel injection,Naturally Aspirated,Automatic,   ,N
,6,25.4694,8,10.0,2,2,Spark Ignition Direct Injection,Turbocharged,Semi-Automatic,N,Y
4.4,8,20.4771,7,10.0,2,2,unknown,Turbocharged,Automated Manual- Selectable (e.g. Automated Manual with paddles),N,Y
2.9,6,26.8028,8,15.0,2,2,Spark Ignition Direct Injection,Turbocharged,XXXXX,   ,Y
2.0,4,32.1385,8,10.0,2,2,Spark Ignition Direct Injection,Turbocharged,XXXXX,N,N
2.0,4,28.754,6,15.0,2,2,Spark Ignition Direct Injection,Turbocharged,Semi-Automatic,   ,N
3.0,6,26.988000000000003,6,10.0,2,2,unknown,Turbocharged,Manual,N,Y
,8,15.2618,10,10.0,2,2,Multipoint/sequential fuel injection,Supercharged,XXXXX,N,N
2.4,4,33.0335,9,10.0,2,2,Multipoint/sequential fuel injection,Naturally Aspirated,Automatic,N,Y
2.0,4,31.2766,9,10.0,2,2,Spark Ignition Direct Injection,Turbocharged,XXXXX,N,N
3.0,6,29.927,6,10.0,2,2,unknown,Turbocharged,Manual,N,Y
2.5,4,27.128,6,10.0,2,2,Spark Ignition Direct Injection,Naturally Aspirated,XXXXX,N,N
3.0,6,29.903000000000002,7,10.0,2,2,Spark Ignition Direct Injection,Turbocharged,XXXXX,N,Y
,4,27.128,6,10.0,2,2,Spark Ignition Direct Injection,Naturally Aspirated,XXXXX,N,N
,4,31.9024,6,15.0,2,2,Spark Ignition Direct Injection,Turbocharged,Automated Manual- Selectable (e.g. Automated Manual with paddles),N,Y
3.0,6,31.426,7,10.0,2,2,Spark Ignition Direct Injection,Turbocharged,Automated Manual- Selectable (e.g. Automated Manual with paddles),   ,Y
3.0,6,25.6229,8,15.0,2,2,unknown,Supercharged,Semi-Automatic,,N
,4,32.2225,8,15.0,2,2,Spark Ignition Direct Injection,Turbocharged,Semi-Automatic,   ,Y
1.5,4,44.3546,7,10.0,2,2,Spark Ignition Direct Injection,Turbocharged,XXXXX,,Y
2.5,4,36.9924,1,10.0,2,2,Multipoint/sequential fuel injection,Naturally Aspirated,Continuously Variable,N,N
,4,34.8705,8,10.0,2,2,Spark Ignition Direct Injection,Turbocharged,Semi-Automatic,N,N
3.0,6,24.6403,6,15.0,2,2,Spark Ignition Direct Injection,Turbocharged,Semi-Automatic,N,N
2.0,4,32.5329,8,15.0,2,2,Spark Ignition Direct Injection,Turbocharged,Semi-Automatic,,N
3.0,6,32.7664,10,,2,2,Common Rail Direct Diesel Injection,Turbocharged,XXXXX,   ,N
,6,32.0157,6,15.0,2,2,Multipoint/sequential fuel injection,Naturally Aspirated,Semi-Automatic,N,N
2.0,4,33.3644,8,15.0,2,2,Spark Ignition Direct Injection,Turbocharged,Semi-Automatic,,N
,4,34.3008,8,15.0,2,2,Spark Ignition direct & ported injection,Turbocharged,Semi-Automatic,N,N
1.4,4,43.4442,6,10.0,2,2,unknown,Turbocharged,XXXXX,N,N
,4,29.0593,7,10.0,2,2,Spark Ignition Direct Injection,Turbocharged,XXXXX,N,Y
,8,23.0686,6,85.0,1,1,Spark Ignition Direct Injection,Naturally Aspirated,XXXXX,,N
,6,29.5823,7,15.0,2,2,Spark Ignition Direct Injection,Turbocharged,Semi-Automatic,N,N
,6,30.7699,8,15.0,2,2,unknown,Naturally Aspirated,Semi-Automatic,N,N
1.5,4,39.893,1,10.0,2,2,unknown,Turbocharged,XXXXX,,N
2.0,4,39.2536,8,10.0,2,2,Spark Ignition Direct Injection,Turbocharged,Semi-Automatic,N,N
3.0,6,23.9588,7,10.0,2,2,unknown,Turbocharged,XXXXX,N,Y
4.0,6,23.3496,5,85.0,2,2,Multipoint/sequential fuel injection,Naturally Aspirated,Automatic,N,N
5.5,8,19.5774,7,10.0,2,2,Spark Ignition Direct Injection,Turbocharged,XXXXX,N,N
,6,30.6474,8,15.0,2,2,Spark Ignition Direct Injection,Turbocharged,XXXXX,   ,Y
,8,25.9913,9,10.0,2,2,Spark Ignition Direct Injection,Turbocharged,Automatic,Y,N
3.5,6,24.7045,6,15.0,2,2,Multipoint/sequential fuel injection,Naturally Aspirated,XXXXX,N,N
2.0,4,32.5269,6,15.0,2,2,unknown,Turbocharged,Semi-Automatic,N,N
4.7,8,26.096,9,10.0,2,2,Spark Ignition Direct Injection,Turbocharged,Automatic,N,N
,6,24.1148,8,10.0,2,2,Spark Ignition Direct Injection,Turbocharged,XXXXX,N,Y
2.4,4,33.0335,9,10.0,2,2,unknown,Naturally Aspirated,Automatic,N,Y
2.0,4,46.955,8,,2,2,Common Rail Direct Diesel Injection,Turbocharged,Semi-Automatic,,N
5.3,8,23.4402,8,10.0,1,1,Spark Ignition Direct Injection,Naturally Aspirated,XXXXX,,N
3.5,6,25.0648,6,10.0,2,2,Multipoint/sequential fuel injection,Supercharged,Semi-Automatic,,N
4.4,8,21.8324,8,10.0,2,2,unknown,Turbocharged,Semi-Automatic,N,Y
2.0,4,29.0977,9,15.0,2,2,unknown,Turbocharged,Semi-Automatic,,N
5.2,10,20.1645,7,15.0,2,2,Spark Ignition direct & ported injection,Naturally Aspirated,Automated Manual- Selectable (e.g. Automated Manual with paddles),   ,Y
3.6,6,24.215999999999998,8,85.0,2,2,Multipoint/sequential fuel injection,Naturally Aspirated,Automatic,N,N
4.0,6,24.0706,5,10.0,2,2,Multipoint/sequential fuel injection,Naturally Aspirated,XXXXX,N,N
,4,28.1992,6,15.0,2,2,Spark Ignition Direct Injection,Turbocharged,XXXXX,N,N
3.3,6,28.6602,6,85.0,2,2,Multipoint/sequential fuel injection,Naturally Aspirated,Semi-Automatic,N,N
2.4,4,38.2821,1,10.0,2,2,Spark Ignition Direct Injection,Naturally Aspirated,XXXXX,,Y
3.6,6,29.3432,8,10.0,2,2,Spark Ignition Direct Injection,Naturally Aspirated,XXXXX,Y,N
,4,39.3232,7,10.0,2,2,Spark Ignition Direct Injection,Naturally Aspirated,Selectable Continuously Variable (e.g. CVT with paddles),N,N
5.3,8,24.1852,6,10.0,1,1,Spark Ignition Direct Injection,Naturally Aspirated,XXXXX,Y,N
2.0,4,33.1536,8,10.0,2,2,Spark Ignition Direct Injection,Turbocharged+Supercharged,Semi-Automatic,   ,N
1.6,4,43.7456,6,15.0,2,2,Spark Ignition Direct Injection,Naturally Aspirated,Manual,   ,N
,4,33.9479,8,15.0,2,2,Spark Ignition Direct Injection,Turbocharged,Semi-Automatic,N,Y
2.0,4,35.6914,8,10.0,2,2,unknown,Turbocharged,Semi-Automatic,N,Y
2.4,4,34.0241,6,15.0,2,2,Spark Ignition Direct Injection,Naturally Aspirated,Semi-Automatic,   ,N
2.5,4,29.7907,6,10.0,2,2,Spark Ignition Direct Injection,Turbocharged,Semi-Automatic,,N
,4,42.9731,7,10.0,2,2,Spark Ignition Direct Injection,Naturally Aspirated,XXXXX,N,N
,6,26.712,8,10.0,2,2,unknown,Naturally Aspirated,Semi-Automatic,N,Y
3.0,6,31.1634,8,,2,2,unknown,Turbocharged,Automatic,N,N
5.0,8,22.9647,6,15.0,2,2,Multipoint/sequential fuel injection,Naturally Aspirated,XXXXX,   ,N
6.5,12,14.6307,7,15.0,2,2,Multipoint/sequential fuel injection,Naturally Aspirated,XXXXX,Y,N
3.0,6,25.3187,9,10.0,2,2,Spark Ignition Direct Injection,Turbocharged,XXXXX,   ,N
,8,18.4348,6,15.0,2,2,Multipoint/sequential fuel injection,Naturally Aspirated,Semi-Automatic,   ,N
,4,43.1272,6,15.0,2,2,unknown,Naturally Aspirated,Selectable Continuously Variable (e.g. CVT with paddles),N,N
,6,30.0241,8,15.0,2,2,Spark Ignition direct & ported injection,Naturally Aspirated,Semi-Automatic,N,N
,6,30.8627,9,10.0,2,2,Spark Ignition Direct Injection,Turbocharged,Automatic,N,N
3.0,6,28.8827,6,10.0,2,2,unknown,Turbocharged,XXXXX,   ,Y
,4,35.1098,6,15.0,2,2,Spark Ignition Direct Injection,Naturally Aspirated,Semi-Automatic,,N
8.0,16,12.885,7,15.0,2,2,Multipoint/sequential fuel injection,Turbocharged,Automated Manual- Selectable (e.g. Automated Manual with paddles),   ,N
3.3,6,30.4178,8,15.0,2,2,Spark Ignition Direct Injection,Naturally Aspirated,XXXXX,,N
1.6,4,31.4801,6,10.0,1,1,Spark Ignition Direct Injection,Turbocharged,XXXXX,N,N
5.3,8,23.0686,6,10.0,1,1,Spark Ignition Direct Injection,Naturally Aspirated,XXXXX,   ,N
1.5,4,45.876000000000005,1,10.0,2,2,unknown,Turbocharged,XXXXX,,Y
2.5,4,31.9863,6,15.0,2,2,unknown,Naturally Aspirated,XXXXX,N,N
2.7,6,25.4751,6,15.0,2,2,Spark Ignition Direct Injection,Turbocharged,Semi-Automatic,N,N
3.0,6,32.1559,8,10.0,2,2,unknown,Turbocharged,Semi-Automatic,   ,Y
1.5,4,37.3571,9,10.0,2,2,Spark Ignition Direct Injection,Turbocharged,XXXXX,   ,N
4.7,8,26.0491,9,10.0,2,2,Spark Ignition Direct Injection,Turbocharged,Automatic,   ,N
1.5,3,36.7632,6,10.0,2,2,unknown,Turbocharged,XXXXX,   ,Y
2.5,4,41.527,7,15.0,2,2,Multipoint/sequential fuel injection,Naturally Aspirated,Selectable Continuously Variable (e.g. CVT with paddles),N,N
4.0,8,23.737,7,10.0,2,2,Spark Ignition Direct Injection,Turbocharged,Automated Manual,   ,N
6.2,8,22.0463,10,10.0,1,1,Spark Ignition Direct Injection,Naturally Aspirated,XXXXX,   ,N
1.6,4,43.4935,6,,2,2,Common Rail Direct Diesel Injection,Turbocharged,XXXXX,N,N
3.0,6,31.9712,7,10.0,2,2,Spark Ignition Direct Injection,Turbocharged,Automated Manual- Selectable (e.g. Automated Manual with paddles),   ,Y
,6,29.1301,7,10.0,2,2,Spark Ignition Direct Injection,Turbocharged,Automated Manual- Selectable (e.g. Automated Manual with paddles),   ,Y
3.5,6,24.401999999999997,10,15.0,2,2,unknown,Turbocharged,XXXXX,N,N
3.0,6,25.9443,8,15.0,2,2,unknown,Supercharged,Semi-Automatic,,N
,4,43.7586,4,15.0,2,2,Multipoint/sequential fuel injection,Naturally Aspirated,XXXXX,   ,N
3.0,6,21.0006,8,10.0,2,2,Spark Ignition Direct Injection,Turbocharged,Automatic,   ,N
,6,25.3405,8,15.0,2,2,Spark Ignition Direct Injection,Naturally Aspirated,Semi-Automatic,N,N
1.6,4,59.2693,6,15.0,2,2,Spark Ignition Direct Injection,Naturally Aspirated,Automated Manual,,N
2.0,4,32.5902,7,10.0,2,2,Spark Ignition Direct Injection,Turbocharged,XXXXX,   ,N
,4,55.2009,6,15.0,2,2,Multipoint/sequential fuel injection,Naturally Aspirated,XXXXX,N,N
3.0,6,28.6233,7,15.0,2,2,Spark Ignition Direct Injection,Turbocharged,Semi-Automatic,   ,N
,4,33.6471,5,10.0,2,2,Spark Ignition Direct Injection,Naturally Aspirated,Manual,   ,N
3.5,6,29.3963,6,10.0,2,2,Spark Ignition Direct Injection,Naturally Aspirated,XXXXX,   ,Y
,6,28.688000000000002,7,10.0,2,2,Spark Ignition Direct Injection,Turbocharged,XXXXX,   ,Y
,6,26.2052,6,10.0,2,2,Spark Ignition Direct Injection,Naturally Aspirated,XXXXX,,N
2.0,4,30.4387,8,10.0,2,2,unknown,Turbocharged+Supercharged,Semi-Automatic,N,N
3.6,6,31.1873,8,10.0,2,2,Spark Ignition Direct Injection,Naturally Aspirated,XXXXX,Y,N
,8,23.2684,10,15.0,2,2,Multipoint/sequential fuel injection,Naturally Aspirated,XXXXX,N,N
,6,22.4898,7,10.0,2,2,Spark Ignition Direct Injection,Turbocharged,Automated Manual- Selectable (e.g. Automated Manual with paddles),N,Y
1.6,4,40.0007,6,15.0,2,2,Spark Ignition Direct Injection,Turbocharged,Manual,   ,N
,6,29.8923,8,85.0,2,2,unknown,Naturally Aspirated,Automatic,N,N
,6,27.9923,8,10.0,2,2,unknown,Naturally Aspirated,Automatic,N,N
,6,23.6588,8,10.0,2,2,Spark Ignition Direct Injection,Turbocharged,Automatic,,N
3.0,6,27.9005,7,10.0,2,2,Spark Ignition Direct Injection,Turbocharged,XXXXX,N,Y
3.6,6,28.4671,6,85.0,2,2,unknown,Naturally Aspirated,XXXXX,N,N
3.6,6,21.7336,6,10.0,2,2,unknown,Naturally Aspirated,XXXXX,N,N
2.3,4,26.6222,6,15.0,2,2,unknown,Turbocharged,XXXXX,N,N
1.6,4,47.2438,1,10.0,2,2,Multipoint/sequential fuel injection,Naturally Aspirated,Continuously Variable,   ,N
1.5,4,41.2317,6,10.0,2,2,Spark Ignition Direct Injection,Turbocharged,XXXXX,N,N
3.0,6,28.8162,8,15.0,2,2,unknown,Supercharged,Semi-Automatic,N,Y
,6,29.633000000000003,9,10.0,2,2,Spark Ignition Direct Injection,Turbocharged,Automatic,N,N
2.0,4,38.2388,6,15.0,2,2,Spark Ignition Direct Injection,Turbocharged,XXXXX,N,Y
,6,33.1487,7,10.0,2,2,Spark Ignition Direct Injection,Turbocharged,Automated Manual- Selectable (e.g. Automated Manual with paddles),N,Y
2.0,4,30.938000000000002,9,15.0,2,2,Spark Ignition Direct Injection,Turbocharged,XXXXX,,N
,4,41.7113,7,10.0,2,2,Multipoint/sequential fuel injection,Naturally Aspirated,XXXXX,,Y
,4,62.9293,6,15.0,2,2,Spark Ignition direct & ported injection,Naturally Aspirated,Selectable Continuously Variable (e.g. CVT with paddles),   ,N
,6,23.0023,7,10.0,2,2,unknown,Turbocharged,Manual,N,Y
,8,19.1892,6,15.0,2,2,Multipoint/sequential fuel injection,Naturally Aspirated,Semi-Automatic,N,N
4.0,8,23.1455,9,10.0,2,2,Spark Ignition Direct Injection,Turbocharged,Automatic,   ,N
1.8,4,41.7113,1,10.0,2,2,Multipoint/sequential fuel injection,Naturally Aspirated,XXXXX,,Y
2.0,4,38.2388,6,15.0,2,2,Spark Ignition Direct Injection,Turbocharged,XXXXX,   ,Y
1.6,4,33.8504,7,15.0,2,2,Spark Ignition Direct Injection,Turbocharged,Automated Manual,   ,N
,4,49.3288,6,10.0,2,2,Spark Ignition Direct Injection,Naturally Aspirated,Semi-Automatic,N,N
3.5,6,31.6017,7,15.0,2,2,Multipoint/sequential fuel injection,Naturally Aspirated,Selectable Continuously Variable (e.g. CVT with paddles),N,N
3.0,6,32.1894,7,10.0,2,2,Spark Ignition Direct Injection,Turbocharged,XXXXX,   ,Y
3.0,6,36.2052,7,10.0,2,2,Multipoint/sequential fuel injection,Naturally Aspirated,Automated Manual- Selectable (e.g. Automated Manual with paddles),,Y
,12,17.6804,8,10.0,2,2,Spark Ignition Direct Injection,Turbocharged,Semi-Automatic,N,Y
,4,27.9534,6,10.0,2,2,Spark Ignition Direct Injection,Turbocharged,Manual,   ,Y
3.6,6,28.4856,6,10.0,2,2,Spark Ignition Direct Injection,Naturally Aspirated,XXXXX,N,N
,8,23.0548,10,85.0,2,2,Spark Ignition direct & ported injection,Naturally Aspirated,Semi-Automatic,N,N
3.3,6,25.7879,8,15.0,2,2,Spark Ignition Direct Injection,Turbocharged,Semi-Automatic,,N
,6,24.769000000000002,6,15.0,2,2,Spark Ignition Direct Injection,Naturally Aspirated,Semi-Automatic,N,N
,4,43.0671,7,10.0,2,2,Spark Ignition Direct Injection,Naturally Aspirated,Selectable Continuously Variable (e.g. CVT with paddles),   ,N
6.3,12,16.97,7,10.0,2,2,Spark Ignition Direct Injection,Naturally Aspirated,XXXXX,N,N
3.0,6,30.8134,8,15.0,2,2,Spark Ignition Direct Injection,Supercharged,XXXXX,,N
1.5,4,49.3517,1,10.0,2,2,unknown,Naturally Aspirated,XXXXX,,Y
2.7,6,27.4872,10,15.0,2,2,Spark Ignition direct & ported injection,Turbocharged,Semi-Automatic,N,N
6.2,8,20.0858,8,10.0,1,1,unknown,Supercharged,XXXXX,N,N
6.0,12,17.5055,8,15.0,2,2,Multipoint/sequential fuel injection,Turbocharged,Semi-Automatic,Y,N
2.3,4,32.7877,6,15.0,2,2,Spark Ignition Direct Injection,Turbocharged,XXXXX,N,N
3.0,6,30.758000000000003,8,10.0,2,2,unknown,Turbocharged,XXXXX,N,Y
2.0,4,37.9763,6,10.0,2,2,unknown,Turbocharged,XXXXX,N,Y
1.2,3,50.605,5,10.0,2,2,Multipoint/sequential fuel injection,Naturally Aspirated,Manual,N,N
2.5,4,28.9693,6,10.0,2,2,Spark Ignition Direct Injection,Naturally Aspirated,XXXXX,N,N
2.5,4,28.8207,6,15.0,2,2,Multipoint/sequential fuel injection,Naturally Aspirated,XXXXX,   ,N
3.6,6,26.2857,8,10.0,2,2,Spark Ignition Direct Injection,Naturally Aspirated,XXXXX,   ,N
2.0,4,33.8794,8,10.0,2,2,unknown,Turbocharged,XXXXX,N,N
,6,25.9349,6,85.0,2,2,unknown,Naturally Aspirated,Automatic,N,N
3.0,6,23.566999999999997,6,15.0,2,2,Spark Ignition Direct Injection,Supercharged,Manual,   ,N
,4,38.4137,7,15.0,2,2,Spark Ignition Direct Injection,Turbocharged,Automated Manual- Selectable (e.g. Automated Manual with paddles),   ,Y
2.0,4,46.4341,1,10.0,2,2,unknown,Naturally Aspirated,XXXXX,,Y
5.3,8,24.2363,6,85.0,1,1,Spark Ignition Direct Injection,Naturally Aspirated,XXXXX,,N
