Eng Displ,# Cyl,Comb Unadj FE - Conventional Fuel,# Gears,Max Ethanol % - Gasoline,Intake Valves Per Cyl,Exhaust Valves Per Cyl,Fuel Metering Sys Desc,Air Aspiration Method Desc,Trans Desc,Cyl Deact?,Var Valve Lift?
2.0,4,36.1381,10,10.0,2,2,Spark Ignition Direct Injection,Turbocharged,XXXXX,,Y
2.0,4,34.0236,8,10.0,2,2,unknown,Turbocharged,Semi-Automatic,N,Y
2.9,6,24.519000000000002,8,10.0,2,2,Spark Ignition Direct Injection,Turbocharged,Automatic,Y,N
,8,23.3566,8,15.0,2,2,Spark Ignition Direct Injection,Naturally Aspirated,Semi-Automatic,,N
,6,29.773000000000003,8,15.0,2,2,Spark Ignition direct & ported injection,Naturally Aspirated,Semi-Automatic,N,N
,4,44.7398,6,15.0,2,2,Multipoint/sequential fuel injection,Naturally Aspirated,Selectable Continuously Variable (e.g. CVT with paddles),N,N
,8,16.6558,7,10.0,2,2,Spark Ignition Direct Injection,Turbocharged,Automatic,N,N
,4,39.5901,6,15.0,2,2,Spark Ignition Direct Injection,Turbocharged,Semi-Automatic,N,Y
,4,36.4158,6,10.0,2,2,unknown,Turbocharged,Manual,N,Y
,8,22.0463,10,10.0,1,1,Spark Ignition Direct Injection,Naturally Aspirated,XXXXX,Y,N
3.0,6,32.7664,10,,2,2,Common Rail Direct Diesel Injection,Turbocharged,XXXXX,N,N
4.0,8,25.1605,9,10.0,2,2,Spark Ignition Direct Injection,Turbocharged,XXXXX,Y,N
,8,23.737,7,10.0,2,2,Spark Ignition Direct Injection,Turbocharged,Automated Manual,N,N
,4,27.002,6,15.0,2,2,Spark Ignition Direct Injection,Turbocharged,XXXXX,N,N
3.6,6,27.3572,8,10.0,2,2,Spark Ignition Direct Injection,Naturally Aspirated,XXXXX,,N
3.5,6,23.3494,6,15.0,2,2,Spark Ignition Direct Injection,Turbocharged,Semi-Automatic,N,N
,4,32.0574,6,10.0,2,2,Multipoint/sequential fuel injection,Naturally Aspirated,Manual,N,N
,4,38.3152,7,10.0,2,2,Spark Ignition Direct Injection,Naturally Aspirated,Selectable Continuously Variable (e.g. CVT with paddles),N,N
,4,41.3505,5,10.0,2,2,unknown,Turbocharged,Manual,N,Y
1.8,4,38.8882,7,10.0,2,2,unknown,Naturally Aspirated,XXXXX,,Y
,12,17.6804,8,10.0,2,2,Spark Ignition Direct Injection,Turbocharged,Semi-Automatic,N,Y
,6,31.8558,8,15.0,2,2,Spark Ignition Direct Injection,Turbocharged,Automated Manual- Selectable (e.g. Automated Manual with paddles),N,Y
5.0,8,19.9547,8,15.0,2,2,unknown,Supercharged,Semi-Automatic,,N
3.6,6,31.5391,9,10.0,2,2,Spark Ignition Direct Injection,Naturally Aspirated,XXXXX,Y,N
3.5,6,29.1837,6,15.0,2,2,Multipoint/sequential fuel injection,Naturally Aspirated,XXXXX,   ,N
3.6,6,27.171999999999997,8,10.0,2,2,unknown,Naturally Aspirated,Automatic,   ,N
3.7,6,25.9015,6,10.0,2,2,Multipoint/sequential fuel injection,Naturally Aspirated,Manual,N,Y
,4,31.5404,7,10.0,2,2,Spark Ignition Direct Injection,Turbocharged,XXXXX,N,Y
3.0,6,29.5217,9,10.0,2,2,Spark Ignition Direct Injection,Turbocharged,Automatic,N,N
2.0,4,38.593,7,10.0,2,2,unknown,Turbocharged,Automated Manual,N,N
,8,15.2618,10,10.0,2,2,Multipoint/sequential fuel injection,Supercharged,Semi-Automatic,N,N
3.5,6,23.6761,10,15.0,2,2,Spark Ignition Direct Injection,Turbocharged,XXXXX,   ,N
,6,27.9589,8,15.0,2,2,Spark Ignition Direct Injection,Supercharged,Semi-Automatic,,N
3.5,6,28.1939,6,10.0,2,2,unknown,Naturally Aspirated,XXXXX,,Y
1.6,4,36.1046,7,15.0,2,2,Spark Ignition Direct Injection,Turbocharged,Automated Manual,   ,N
,6,27.1626,10,15.0,2,2,Spark Ignition direct & ported injection,Turbocharged,Semi-Automatic,N,N
1.5,4,35.2984,9,10.0,2,2,Spark Ignition Direct Injection,Turbocharged,XXXXX,,N
,6,24.0,6,10.0,2,2,Multipoint/sequential fuel injection,Naturally Aspirated,Manual,N,N
2.0,4,35.0701,7,10.0,2,2,Spark Ignition Direct Injection,Turbocharged,XXXXX,   ,N
1.4,4,47.7599,7,15.0,2,2,Spark Ignition Direct Injection,Turbocharged,XXXXX,,N
,8,19.7608,6,10.0,2,2,Multipoint/sequential fuel injection,Naturally Aspirated,Automatic,,N
,6,28.868000000000002,7,10.0,2,2,Spark Ignition Direct Injection,Turbocharged,Automated Manual- Selectable (e.g. Automated Manual with paddles),N,Y
3.6,6,25.1322,6,10.0,2,2,Multipoint/sequential fuel injection,Naturally Aspirated,Manual,   ,N
2.4,4,28.3382,9,10.0,2,2,Multipoint/sequential fuel injection,Naturally Aspirated,XXXXX,N,Y
,6,28.4373,8,15.0,2,2,Spark Ignition direct & ported injection,Naturally Aspirated,Semi-Automatic,N,N
2.0,4,29.9584,9,10.0,2,2,Spark Ignition Direct Injection,Turbocharged,XXXXX,,N
2.0,4,32.7171,6,10.0,2,2,unknown,Turbocharged,XXXXX,N,Y
1.6,4,42.4567,6,15.0,2,2,Multipoint/sequential fuel injection,Naturally Aspirated,XXXXX,   ,N
3.0,6,28.6391,8,15.0,2,2,Spark Ignition Direct Injection,Supercharged,Semi-Automatic,,N
3.0,6,28.7859,9,10.0,2,2,Spark Ignition Direct Injection,Turbocharged,Automatic,   ,N
,6,40.4264,8,,2,2,unknown,Turbocharged,Semi-Automatic,N,N
3.3,6,24.3943,6,15.0,2,2,Spark Ignition Direct Injection,Naturally Aspirated,Semi-Automatic,,N
,4,32.0676,8,10.0,2,2,Spark Ignition Direct Injection,Turbocharged,Semi-Automatic,N,N
2.0,4,34.1029,1,10.0,2,2,unknown,Naturally Aspirated,Continuously Variable,N,N
,6,40.3421,6,15.0,2,2,Spark Ignition direct & ported injection,Naturally Aspirated,XXXXX,N,N
2.0,4,32.5078,8,10.0,2,2,Spark Ignition Direct Injection,Turbocharged+Supercharged,Semi-Automatic,N,N
3.6,6,28.7145,6,10.0,2,2,Spark Ignition Direct Injection,Naturally Aspirated,XXXXX,   ,N
1.5,4,42.8035,7,10.0,2,2,Spark Ignition Direct Injection,Turbocharged,XXXXX,,Y
3.0,6,28.2413,7,15.0,2,2,Spark Ignition Direct Injection,Turbocharged,XXXXX,   ,N
,4,42.6986,7,15.0,2,2,Multipoint/sequential fuel injection,Naturally Aspirated,XXXXX,   ,Y
,4,34.9149,6,15.0,2,2,Multipoint/sequential fuel injection,Naturally Aspirated,Semi-Automatic,N,N
,6,30.070999999999998,6,10.0,2,2,Multipoint/sequential fuel injection,Naturally Aspirated,Selectable Continuously Variable (e.g. CVT with paddles),   ,N
,4,35.785,5,10.0,2,2,Spark Ignition Direct Injection,Naturally Aspirated,Manual,N,N
1.4,4,40.2141,6,10.0,2,2,unknown,Turbocharged,XXXXX,N,Y
2.0,4,38.7033,7,15.0,2,2,Spark Ignition Direct Injection,Turbocharged,XXXXX,N,Y
,6,28.3,6,15.0,2,2,Spark Ignition direct & ported injection,Naturally Aspirated,XXXXX,   ,N
4.7,8,19.9146,6,10.0,2,2,Multipoint/sequential fuel injection,Naturally Aspirated,XXXXX,,N
,3,34.2917,6,10.0,2,2,unknown,Turbocharged,Manual,N,Y
6.2,8,22.0463,10,10.0,1,1,Spark Ignition Direct Injection,Naturally Aspirated,XXXXX,   ,N
2.0,4,32.6846,9,10.0,2,2,Spark Ignition Direct Injection,Turbocharged,Automatic,   ,N
2.0,4,36.900999999999996,9,10.0,2,2,Spark Ignition Direct Injection,Turbocharged,Automatic,N,N
3.6,6,28.1137,8,10.0,2,2,unknown,Naturally Aspirated,XXXXX,N,N
,4,33.366,8,10.0,2,2,Spark Ignition Direct Injection,Turbocharged,Semi-Automatic,N,N
2.0,4,40.6113,6,15.0,2,2,unknown,Naturally Aspirated,Semi-Automatic,,N
,6,28.3,6,15.0,2,2,Spark Ignition direct & ported injection,Naturally Aspirated,Semi-Automatic,   ,N
2.5,4,38.5177,6,10.0,2,2,Spark Ignition Direct Injection,Naturally Aspirated,XXXXX,   ,N
,6,27.0436,7,10.0,2,2,Spark Ignition Direct Injection,Turbocharged,Automated Manual- Selectable (e.g. Automated Manual with paddles),   ,Y
3.3,6,25.6037,8,10.0,2,2,Spark Ignition Direct Injection,Turbocharged,Semi-Automatic,,N
2.0,4,34.4893,7,10.0,2,2,Spark Ignition Direct Injection,Turbocharged,XXXXX,   ,N
5.7,8,24.6535,8,10.0,1,1,unknown,Naturally Aspirated,Automatic,Y,N
,4,33.001,8,10.0,2,2,Spark Ignition Direct Injection,Turbocharged,XXXXX,   ,N
3.7,6,20.0008,6,15.0,2,2,Multipoint/sequential fuel injection,Naturally Aspirated,XXXXX,N,N
,6,24.9963,7,10.0,2,2,Spark Ignition Direct Injection,Turbocharged,Automated Manual- Selectable (e.g. Automated Manual with paddles),N,Y
3.9,8,23.1248,7,10.0,2,2,unknown,Turbocharged,Automated Manual,N,N
6.2,8,16.8416,8,10.0,1,1,Multipoint/sequential fuel injection,Supercharged,Automatic,N,N
6.0,12,19.4822,7,10.0,2,1,unknown,Turbocharged,Automatic,N,N
,4,26.3599,6,,2,2,Common Rail Direct Diesel Injection,Turbocharged,XXXXX,,N
5.3,8,22.7532,6,85.0,1,1,Spark Ignition Direct Injection,Naturally Aspirated,XXXXX,,N
1.8,4,39.2279,5,10.0,2,2,unknown,Naturally Aspirated,XXXXX,N,N
5.0,8,22.7512,8,15.0,2,2,Spark Ignition Direct Injection,Supercharged,Semi-Automatic,,N
2.0,4,34.3441,8,10.0,2,2,unknown,Turbocharged,XXXXX,N,Y
3.0,6,25.709,7,10.0,2,2,unknown,Turbocharged,Automated Manual- Selectable (e.g. Automated Manual with paddles),N,Y
3.0,6,32.8988,8,10.0,2,2,unknown,Turbocharged,Semi-Automatic,N,Y
5.7,8,21.6598,8,10.0,1,1,Multipoint/sequential fuel injection,Naturally Aspirated,Automatic,Y,N
3.5,6,25.9153,10,15.0,2,2,Spark Ignition Direct Injection,Turbocharged,XXXXX,N,N
,4,31.6089,6,15.0,2,2,Spark Ignition Direct Injection,Turbocharged,XXXXX,N,N
3.6,6,28.7889,8,10.0,2,2,Spark Ignition Direct Injection,Naturally Aspirated,XXXXX,   ,N
2.0,4,33.2626,9,10.0,2,2,Spark Ignition Direct Injection,Turbocharged,Automatic,   ,N
4.7,8,27.3664,9,10.0,2,2,Spark Ignition Direct Injection,Turbocharged,XXXXX,   ,N
2.0,4,31.9961,6,10.0,2,2,unknown,Turbocharged,XXXXX,N,Y
,8,27.0244,9,10.0,2,2,Spark Ignition Direct Injection,Turbocharged,Automatic,Y,N
,8,18.3916,6,85.0,2,2,Multipoint/sequential fuel injection,Naturally Aspirated,Semi-Automatic,   ,N
2.4,4,31.6901,6,15.0,2,2,Spark Ignition Direct Injection,Naturally Aspirated,Semi-Automatic,   ,N
,4,27.0527,5,10.0,2,2,Multipoint/sequential fuel injection,Naturally Aspirated,Manual,N,N
6.0,12,20.1932,7,10.0,2,1,Multipoint/sequential fuel injection,Turbocharged,Automatic,N,N
,4,32.385,6,15.0,2,2,unknown,Turbocharged,Semi-Automatic,N,N
3.0,6,27.0717,8,10.0,2,2,unknown,Turbocharged,Semi-Automatic,N,Y
5.0,8,23.6154,10,15.0,2,2,unknown,Naturally Aspirated,XXXXX,N,N
3.0,6,27.1483,8,15.0,2,2,Spark Ignition Direct Injection,Supercharged,Semi-Automatic,,N
3.0,6,31.6194,7,10.0,2,2,unknown,Turbocharged,Automated Manual- Selectable (e.g. Automated Manual with paddles),N,Y
4.3,6,24.3975,6,85.0,1,1,unknown,Naturally Aspirated,XXXXX,,N
2.4,4,32.6673,9,10.0,2,2,unknown,Naturally Aspirated,Automatic,N,Y
2.0,4,37.9762,5,15.0,2,2,Spark Ignition Direct Injection,Naturally Aspirated,XXXXX,   ,N
1.5,4,36.3772,6,15.0,2,2,Spark Ignition Direct Injection,Turbocharged,Semi-Automatic,N,N
5.6,8,19.6427,7,10.0,2,2,unknown,Naturally Aspirated,Semi-Automatic,N,Y
2.5,4,28.8207,6,85.0,2,2,unknown,Naturally Aspirated,Semi-Automatic,N,N
,4,68.3638,1,10.0,2,2,Multipoint/sequential fuel injection,Naturally Aspirated,Continuously Variable,,Y
3.0,6,24.0954,9,10.0,2,2,Spark Ignition Direct Injection,Turbocharged,Automatic,   ,N
,4,39.6102,7,10.0,2,2,Spark Ignition Direct Injection,Naturally Aspirated,Selectable Continuously Variable (e.g. CVT with paddles),N,N
,6,30.074,8,10.0,2,2,unknown,Turbocharged,Semi-Automatic,N,Y
,6,27.4614,10,15.0,2,2,Spark Ignition direct & ported injection,Turbocharged,Semi-Automatic,N,N
2.4,4,31.3911,6,15.0,2,2,Spark Ignition Direct Injection,Naturally Aspirated,XXXXX,,N
4.4,8,21.8693,6,10.0,2,2,unknown,Turbocharged,Manual,   ,Y
5.3,8,23.0686,6,85.0,1,1,Spark Ignition Direct Injection,Naturally Aspirated,XXXXX,   ,N
,8,25.241,8,10.0,2,2,unknown,Turbocharged,Semi-Automatic,N,Y
,4,43.0841,6,10.0,2,2,Spark Ignition Direct Injection,Naturally Aspirated,XXXXX,,Y
,4,28.9412,6,10.0,2,2,Spark Ignition Direct Injection,Turbocharged,Manual,N,Y
,4,26.2321,6,15.0,2,2,Multipoint/sequential fuel injection,Naturally Aspirated,Semi-Automatic,N,N
,6,30.2152,10,15.0,2,2,Spark Ignition direct & ported injection,Turbocharged,XXXXX,N,N
,4,38.4637,7,10.0,2,2,Multipoint/sequential fuel injection,Naturally Aspirated,XXXXX,   ,N
,6,32.2482,7,15.0,2,2,Multipoint/sequential fuel injection,Naturally Aspirated,Selectable Continuously Variable (e.g. CVT with paddles),N,N
,4,40.8178,7,15.0,2,2,unknown,Naturally Aspirated,Selectable Continuously Variable (e.g. CVT with paddles),N,Y
2.0,4,33.5708,9,10.0,2,2,Spark Ignition Direct Injection,Turbocharged,Automatic,N,N
1.5,4,41.3735,1,10.0,2,2,Spark Ignition Direct Injection,Turbocharged,XXXXX,,N
,8,21.3254,8,10.0,2,2,Spark Ignition Direct Injection,Turbocharged,Semi-Automatic,N,Y
2.0,4,37.0537,8,15.0,2,2,unknown,Turbocharged,Semi-Automatic,,N
3.7,6,20.0009,6,85.0,2,2,unknown,Naturally Aspirated,XXXXX,N,N
,6,41.6347,8,15.0,2,2,Spark Ignition direct & ported injection,Naturally Aspirated,Selectable Continuously Variable (e.g. CVT with paddles),N,N
4.0,8,26.2333,7,10.0,2,2,Spark Ignition Direct Injection,Turbocharged,Automatic,,N
1.6,4,77.1931,6,15.0,2,2,unknown,Naturally Aspirated,Automated Manual,,N
2.0,4,39.2124,8,,2,2,Common Rail Direct Diesel Injection,Turbocharged,XXXXX,,N
,4,31.9863,6,85.0,2,2,Multipoint/sequential fuel injection,Naturally Aspirated,XXXXX,N,N
,4,34.7198,6,15.0,2,2,Spark Ignition Direct Injection,Turbocharged,Manual,N,Y
,4,42.1932,7,15.0,2,2,unknown,Naturally Aspirated,Selectable Continuously Variable (e.g. CVT with paddles),N,N
3.3,6,26.9909,6,15.0,2,2,Spark Ignition Direct Injection,Naturally Aspirated,Semi-Automatic,   ,N
2.0,4,30.7401,6,15.0,2,2,Spark Ignition Direct Injection,Turbocharged,XXXXX,   ,N
4.4,8,24.8105,8,10.0,2,2,unknown,Turbocharged,Semi-Automatic,N,Y
,4,28.9743,8,15.0,2,2,Spark Ignition Direct Injection,Turbocharged,Semi-Automatic,N,Y
5.0,8,23.4284,8,15.0,2,2,Spark Ignition Direct Injection,Supercharged,Semi-Automatic,   ,N
2.0,4,35.0563,6,10.0,2,2,unknown,Turbocharged,Manual,N,Y
,4,26.834,8,10.0,2,2,Spark Ignition Direct Injection,Turbocharged,Selectable Continuously Variable (e.g. CVT with paddles),N,N
3.6,6,28.1137,8,10.0,2,2,unknown,Naturally Aspirated,Automatic,   ,N
,8,24.8733,6,85.0,1,1,Spark Ignition Direct Injection,Naturally Aspirated,XXXXX,,N
,6,21.7295,7,10.0,2,2,Spark Ignition Direct Injection,Naturally Aspirated,Automated Manual- Selectable (e.g. Automated Manual with paddles),N,Y
5.2,10,20.3334,7,15.0,2,2,Spark Ignition direct & ported injection,Naturally Aspirated,XXXXX,Y,Y
2.0,4,36.1059,8,10.0,2,2,unknown,Turbocharged,XXXXX,N,Y
3.7,6,26.7829,7,10.0,2,2,unknown,Naturally Aspirated,Semi-Automatic,N,Y
3.0,6,33.4142,8,10.0,2,2,unknown,Turbocharged,Semi-Automatic,N,Y
,8,23.8378,8,15.0,2,2,unknown,Naturally Aspirated,Semi-Automatic,N,N
2.0,4,32.0285,8,10.0,2,2,Spark Ignition Direct Injection,Turbocharged,XXXXX,   ,N
4.4,8,22.0782,8,10.0,2,2,unknown,Turbocharged,Semi-Automatic,N,Y
2.0,4,41.9504,6,10.0,2,2,Multipoint/sequential fuel injection,Naturally Aspirated,XXXXX,,Y
6.0,12,20.4297,7,10.0,2,1,Multipoint/sequential fuel injection,Turbocharged,XXXXX,   ,N
1.5,4,43.2552,6,10.0,2,2,unknown,Turbocharged,XXXXX,,Y
1.8,4,32.0552,6,15.0,2,2,Spark Ignition Direct Injection,Turbocharged,Automated Manual- Selectable (e.g. Automated Manual with paddles),N,N
5.3,8,25.8816,8,10.0,1,1,Spark Ignition Direct Injection,Naturally Aspirated,XXXXX,,N
,8,23.816999999999997,7,15.0,2,2,Spark Ignition Direct Injection,Turbocharged,Automated Manual- Selectable (e.g. Automated Manual with paddles),Y,Y
5.3,8,24.8733,6,85.0,1,1,Spark Ignition Direct Injection,Naturally Aspirated,XXXXX,,N
,8,20.347,6,15.0,2,2,unknown,Naturally Aspirated,Semi-Automatic,N,N
3.0,6,24.6108,8,15.0,2,2,Spark Ignition Direct Injection,Supercharged,XXXXX,   ,N
,6,34.1199,8,15.0,2,2,unknown,Naturally Aspirated,Semi-Automatic,N,N
3.5,6,26.6174,6,15.0,2,2,Multipoint/sequential fuel injection,Naturally Aspirated,XXXXX,   ,N
,4,29.4798,6,15.0,2,2,Spark Ignition Direct Injection,Naturally Aspirated,Semi-Automatic,,N
3.6,6,27.3248,6,10.0,2,2,Spark Ignition Direct Injection,Naturally Aspirated,XXXXX,   ,N
,6,28.6496,8,15.0,2,2,Spark Ignition direct & ported injection,Naturally Aspirated,Semi-Automatic,N,N
3.5,6,29.3305,7,15.0,2,2,unknown,Naturally Aspirated,Selectable Continuously Variable (e.g. CVT with paddles),N,N
,4,24.1805,6,10.0,2,2,Multipoint/sequential fuel injection,Turbocharged,Manual,N,N
3.0,6,27.6332,8,15.0,2,2,unknown,Supercharged,Semi-Automatic,N,Y
,6,29.9025,8,15.0,2,2,Spark Ignition direct & ported injection,Naturally Aspirated,Semi-Automatic,N,N
2.0,4,33.1906,8,10.0,2,2,Spark Ignition Direct Injection,Turbocharged,Semi-Automatic,N,N
,4,36.0771,7,15.0,2,2,Spark Ignition Direct Injection,Turbocharged,Automated Manual- Selectable (e.g. Automated Manual with paddles),N,Y
3.6,6,27.171999999999997,8,10.0,2,2,unknown,Naturally Aspirated,Automatic,N,N
1.5,3,34.7485,8,10.0,2,2,unknown,Turbocharged,Semi-Automatic,   ,Y
5.3,8,23.3772,6,10.0,1,1,Spark Ignition Direct Injection,Naturally Aspirated,XXXXX,   ,N
3.0,6,26.4381,8,15.0,2,2,Spark Ignition Direct Injection,Supercharged,Semi-Automatic,   ,N
2.0,4,36.713,8,10.0,2,2,unknown,Turbocharged,Semi-Automatic,N,Y
3.5,6,28.9743,1,15.0,2,2,Spark Ignition Direct Injection,Naturally Aspirated,XXXXX,N,N
3.0,6,29.1178,7,10.0,2,2,Spark Ignition Direct Injection,Turbocharged,XXXXX,N,Y
,6,28.3,6,15.0,2,2,unknown,Naturally Aspirated,Semi-Automatic,N,N
,4,31.7343,6,10.0,2,2,Spark Ignition direct & ported injection,Naturally Aspirated,XXXXX,   ,N
,8,25.6671,8,10.0,2,2,Spark Ignition Direct Injection,Turbocharged,Automated Manual- Selectable (e.g. Automated Manual with paddles),N,Y
1.5,3,34.2917,6,10.0,2,2,unknown,Turbocharged,Manual,N,Y
,8,21.3053,6,15.0,2,2,Multipoint/sequential fuel injection,Naturally Aspirated,XXXXX,N,N
,4,66.6088,1,15.0,2,2,Multipoint/sequential fuel injection,Naturally Aspirated,Continuously Variable,N,N
2.4,4,31.2071,6,15.0,2,2,Spark Ignition Direct Injection,Naturally Aspirated,Semi-Automatic,,N
,4,41.1536,7,10.0,2,2,unknown,Naturally Aspirated,Selectable Continuously Variable (e.g. CVT with paddles),N,N
1.8,4,35.9891,6,15.0,2,2,Spark Ignition Direct Injection,Turbocharged,Semi-Automatic,N,N
3.0,6,30.8695,8,15.0,2,2,unknown,Supercharged,Semi-Automatic,N,Y
,4,40.5188,6,10.0,2,2,Spark Ignition Direct Injection,Turbocharged,XXXXX,N,N
1.4,4,44.8007,5,15.0,2,2,Spark Ignition Direct Injection,Turbocharged,Manual,N,N
2.0,4,62.1908,1,15.0,2,2,unknown,Naturally Aspirated,Continuously Variable,N,N
3.3,6,24.9505,6,15.0,2,2,unknown,Naturally Aspirated,Semi-Automatic,,N
,4,37.3704,7,10.0,2,2,Multipoint/sequential fuel injection,Naturally Aspirated,Selectable Continuously Variable (e.g. CVT with paddles),N,N
,6,22.1038,5,85.0,2,2,Multipoint/sequential fuel injection,Naturally Aspirated,Automatic,N,N
3.6,6,27.9028,8,10.0,2,2,Spark Ignition Direct Injection,Naturally Aspirated,XXXXX,Y,N
6.4,8,21.6811,6,10.0,1,1,unknown,Naturally Aspirated,XXXXX,Y,N
2.0,4,59.276,6,15.0,2,2,Spark Ignition Direct Injection,Naturally Aspirated,Automated Manual,   ,N
2.0,4,39.2536,8,10.0,2,2,Spark Ignition Direct Injection,Turbocharged,Semi-Automatic,   ,N
1.6,4,50.0238,9,,2,2,Common Rail Direct Diesel Injection,Turbocharged,XXXXX,N,N
2.0,4,35.1208,8,10.0,2,2,unknown,Turbocharged,Semi-Automatic,N,Y
,4,29.9499,6,15.0,2,2,Spark Ignition Direct Injection,Turbocharged,Manual,N,Y
3.6,6,27.9923,8,85.0,2,2,unknown,Naturally Aspirated,XXXXX,N,N
2.0,4,32.0958,9,10.0,2,2,Spark Ignition Direct Injection,Turbocharged,XXXXX,N,N
3.6,6,24.9252,8,10.0,2,2,Spark Ignition Direct Injection,Naturally Aspirated,XXXXX,,N
,6,29.3392,7,10.0,2,2,Spark Ignition Direct Injection,Turbocharged,Manual,N,Y
1.8,4,38.8882,1,10.0,2,2,Multipoint/sequential fuel injection,Naturally Aspirated,XXXXX,,Y
5.3,8,24.8733,6,85.0,1,1,Spark Ignition Direct Injection,Naturally Aspirated,XXXXX,,N
3.0,6,30.5533,7,10.0,2,2,unknown,Turbocharged,Manual,N,Y
3.5,6,25.6832,6,15.0,2,2,Multipoint/sequential fuel injection,Naturally Aspirated,XXXXX,N,N
6.2,8,20.0858,8,10.0,1,1,unknown,Supercharged,Automatic,N,N
3.0,6,25.0783,8,10.0,2,2,Spark Ignition Direct Injection,Turbocharged,Automatic,,N
2.0,4,35.675,8,15.0,2,2,Spark Ignition Direct Injection,Turbocharged,Semi-Automatic,,N
6.2,8,24.910999999999998,6,10.0,1,1,Spark Ignition Direct Injection,Naturally Aspirated,XXXXX,Y,N
4.0,8,14.2363,7,10.0,2,2,unknown,Turbocharged,Automatic,N,N
1.6,4,38.4338,6,15.0,2,2,Spark Ignition Direct Injection,Turbocharged,Manual,   ,N
,8,23.2227,8,10.0,1,1,Spark Ignition Direct Injection,Naturally Aspirated,XXXXX,Y,N
,4,34.3008,8,15.0,2,2,Spark Ignition direct & ported injection,Turbocharged,Semi-Automatic,N,N
2.4,4,31.0576,9,10.0,2,2,unknown,Naturally Aspirated,Automatic,   ,Y
,4,35.0701,5,10.0,2,2,Spark Ignition Direct Injection,Naturally Aspirated,Manual,N,N
3.5,6,23.2512,10,15.0,2,2,Spark Ignition Direct Injection,Turbocharged,XXXXX,N,N
2.4,4,39.3716,6,15.0,2,2,Spark Ignition Direct Injection,Naturally Aspirated,Semi-Automatic,   ,N
1.5,4,48.4546,1,10.0,2,2,Spark Ignition Direct Injection,Turbocharged,XXXXX,,Y
,4,33.3477,7,10.0,2,2,Spark Ignition Direct Injection,Turbocharged,Automated Manual- Selectable (e.g. Automated Manual with paddles),N,Y
,6,25.6914,8,10.0,2,2,Spark Ignition Direct Injection,Turbocharged,XXXXX,N,N
6.4,8,23.4876,8,10.0,1,1,unknown,Naturally Aspirated,XXXXX,   ,N
,4,37.9624,7,15.0,2,2,Spark Ignition Direct Injection,Turbocharged,Automated Manual,,N
3.6,6,29.8923,8,10.0,2,2,unknown,Naturally Aspirated,Automatic,N,N
2.0,4,31.7071,7,10.0,2,2,Spark Ignition Direct Injection,Turbocharged,XXXXX,N,N
,6,31.7288,8,10.0,2,2,Spark Ignition Direct Injection,Turbocharged,Automated Manual- Selectable (e.g. Automated Manual with paddles),   ,Y
2.5,4,39.7843,6,10.0,2,2,unknown,Naturally Aspirated,Semi-Automatic,,N
,8,27.4365,8,10.0,2,2,unknown,Turbocharged,Automated Manual- Selectable (e.g. Automated Manual with paddles),N,Y
2.0,4,30.4698,6,15.0,2,2,unknown,Turbocharged,Semi-Automatic,,N
6.4,8,23.4876,8,10.0,1,1,unknown,Naturally Aspirated,Automatic,Y,N
3.0,6,27.1509,8,10.0,2,2,unknown,Turbocharged,Semi-Automatic,N,Y
3.6,6,25.6217,8,85.0,2,2,unknown,Naturally Aspirated,Automatic,N,N
2.0,4,37.9711,6,10.0,2,2,unknown,Turbocharged,Semi-Automatic,   ,Y
3.5,6,27.2818,10,15.0,2,2,Spark Ignition direct & ported injection,Turbocharged,XXXXX,   ,N
2.0,4,37.9763,6,10.0,2,2,unknown,Turbocharged,XXXXX,N,Y
1.6,4,33.2406,6,15.0,2,2,Spark Ignition Direct Injection,Turbocharged,XXXXX,,N
5.2,8,20.6769,6,15.0,2,2,Multipoint/sequential fuel injection,Naturally Aspirated,XXXXX,N,N
,6,25.0572,9,10.0,2,2,Spark Ignition Direct Injection,Turbocharged,Automatic,N,N
2.0,4,31.596,8,15.0,2,2,Spark Ignition Direct Injection,Turbocharged,Semi-Automatic,,N
3.0,6,27.5286,7,10.0,2,2,Spark Ignition Direct Injection,Turbocharged,XXXXX,N,Y
2.0,4,37.9528,6,15.0,2,2,unknown,Naturally Aspirated,Semi-Automatic,,N
,6,32.0157,6,15.0,2,2,Multipoint/sequential fuel injection,Naturally Aspirated,XXXXX,   ,N
,6,29.3442,6,10.0,2,2,Multipoint/sequential fuel injection,Naturally Aspirated,Selectable Continuously Variable (e.g. CVT with paddles),   ,N
2.0,4,36.5804,8,10.0,2,2,unknown,Turbocharged,XXXXX,N,Y
5.7,8,24.6535,8,10.0,1,1,unknown,Naturally Aspirated,Automatic,Y,N
,8,24.3503,10,15.0,2,2,Multipoint/sequential fuel injection,Naturally Aspirated,XXXXX,N,N
2.3,4,33.7888,10,15.0,2,2,Spark Ignition Direct Injection,Turbocharged,XXXXX,N,N
,6,28.4135,6,15.0,2,2,Multipoint/sequential fuel injection,Naturally Aspirated,XXXXX,N,N
3.3,6,26.3588,6,15.0,2,2,unknown,Naturally Aspirated,Semi-Automatic,,N
4.0,8,22.6765,7,10.0,2,2,Multipoint/sequential fuel injection,Turbocharged,Automatic,N,N
,6,30.5444,8,10.0,2,2,unknown,Turbocharged,Semi-Automatic,N,Y
3.6,6,27.9923,8,85.0,2,2,unknown,Naturally Aspirated,Automatic,N,N
